时间,位移,载荷,压缩应变 (位移),压缩应力,循环计数
(s),(mm),(N),(%),(MPa),
261.288,1.29141,9.83764,12.61142,0.09685,2
261.388,1.29967,9.90738,12.69213,0.09753,2
261.488,1.30841,9.99111,12.77744,0.09836,2
261.588,1.31632,10.05406,12.85468,0.09898,2
261.688,1.32482,10.11022,12.93769,0.09953,2
261.788,1.3332,10.18508,13.01954,0.10027,2
261.888,1.34123,10.22348,13.09794,0.10064,2
261.988,1.34997,10.26545,13.18326,0.10106,2
262.088,1.35823,10.32095,13.26396,0.1016,2
262.188,1.36649,10.38436,13.34466,0.10223,2
262.288,1.37523,10.45138,13.42997,0.10289,2
262.388,1.38314,10.51973,13.50721,0.10356,2
262.488,1.3914,10.55528,13.58792,0.10391,2
262.588,1.40002,10.6162,13.67208,0.10451,2
262.688,1.40805,10.66512,13.75048,0.10499,2
262.788,1.41655,10.6988,13.83348,0.10532,2
262.888,1.42469,10.755,13.91303,0.10588,2
262.988,1.43296,10.80659,13.99373,0.10638,2
263.088,1.44169,10.89463,14.07905,0.10725,2
263.188,1.44996,10.92948,14.15975,0.10759,2
263.288,1.4581,10.9936,14.2393,0.10823,2
263.388,1.4666,11.013,14.32231,0.10842,2
263.488,1.47463,11.06041,14.4007,0.10888,2
263.588,1.48313,11.09519,14.48371,0.10923,2
263.688,1.49163,11.18351,14.56672,0.11009,2
263.788,1.4999,11.26697,14.64742,0.11092,2
263.888,1.5084,11.29724,14.73043,0.11121,2
263.988,1.51666,11.31137,14.81113,0.11135,2
264.088,1.52469,11.37445,14.88953,0.11197,2
264.188,1.53331,11.44854,14.97369,0.1127,2
264.288,1.54133,11.47174,15.05208,0.11293,2
264.388,1.54972,11.52075,15.13394,0.11341,2
264.488,1.55822,11.56301,15.21695,0.11383,2
264.588,1.5666,11.60176,15.2988,0.11421,2
264.688,1.57498,11.6517,15.38066,0.1147,2
264.788,1.58312,11.71726,15.46021,0.11535,2
264.888,1.59127,11.75109,15.53975,0.11568,2
264.988,1.60001,11.80829,15.62507,0.11625,2
265.088,1.60815,11.85288,15.70462,0.11668,2
265.188,1.61642,11.91364,15.78532,0.11728,2
265.288,1.62503,11.94067,15.86948,0.11755,2
265.388,1.63318,11.97355,15.94903,0.11787,2
265.488,1.64168,12.03727,16.03204,0.1185,2
265.588,1.64983,12.07195,16.11159,0.11884,2
265.688,1.65809,12.12395,16.19229,0.11935,2
265.788,1.66647,12.15318,16.27414,0.11964,2
265.888,1.67462,12.20963,16.35369,0.1202,2
265.988,1.68312,12.25077,16.4367,0.1206,2
266.088,1.69162,12.3025,16.51971,0.12111,2
266.188,1.69965,12.34126,16.5981,0.12149,2
266.288,1.70815,12.406,16.68111,0.12213,2
266.388,1.71629,12.44454,16.76066,0.12251,2
266.488,1.72467,12.47099,16.84252,0.12277,2
266.588,1.73341,12.52353,16.92783,0.12329,2
266.688,1.74156,12.53607,17.00738,0.12341,2
266.788,1.74982,12.60949,17.08808,0.12413,2
266.888,1.75856,12.64605,17.17339,0.12449,2
266.988,1.76647,12.69308,17.25064,0.12496,2
267.088,1.77473,12.72959,17.33134,0.12531,2
267.188,1.78299,12.79174,17.41204,0.12593,2
267.288,1.79138,12.81666,17.4939,0.12617,2
267.388,1.79988,12.86127,17.5769,0.12661,2
267.488,1.80814,12.88151,17.65761,0.12681,2
267.588,1.81628,12.91356,17.73715,0.12713,2
267.688,1.82502,13.00622,17.82247,0.12804,2
267.788,1.83305,13.02562,17.90087,0.12823,2
267.888,1.84143,13.06501,17.98272,0.12862,2
267.988,1.85005,13.1009,18.06688,0.12897,2
268.088,1.85808,13.11197,18.14528,0.12908,2
268.188,1.86669,13.17554,18.22944,0.1297,2
268.288,1.87508,13.26203,18.31129,0.13056,2
268.388,1.88322,13.27874,18.39084,0.13072,2
268.488,1.89172,13.29593,18.47385,0.13089,2
268.588,1.89963,13.32802,18.55109,0.13121,2
268.688,1.9079,13.37881,18.6318,0.13171,2
268.788,1.91651,13.44081,18.71596,0.13232,2
268.888,1.92454,13.46553,18.79435,0.13256,2
268.988,1.93316,13.52508,18.87852,0.13315,2
269.088,1.94154,13.56606,18.96037,0.13355,2
269.188,1.94969,13.60041,19.03992,0.13389,2
269.288,1.95831,13.62686,19.12408,0.13415,2
269.388,1.96669,13.64844,19.20593,0.13436,2
269.488,1.97495,13.66734,19.28664,0.13455,2
269.588,1.98345,13.71382,19.36964,0.135,2
269.688,1.9916,13.78482,19.44919,0.1357,2
269.788,1.99998,13.83931,19.53105,0.13624,2
269.888,2.00824,13.84445,19.61175,0.13629,2
269.988,2.01639,13.91798,19.6913,0.13701,2
270.088,2.02477,13.92122,19.77315,0.13705,2
270.188,2.03303,13.98762,19.85386,0.1377,2
270.288,2.0413,13.98213,19.93456,0.13765,2
270.388,2.0498,14.04616,20.01757,0.13828,2
270.488,2.05806,14.11106,20.09827,0.13891,2
270.588,2.06656,14.12706,20.18128,0.13907,2
270.688,2.07494,14.18253,20.26313,0.13962,2
270.788,2.08321,14.23156,20.34383,0.1401,2
270.888,2.09159,14.28618,20.42569,0.14064,2
270.988,2.09985,14.3047,20.50639,0.14082,2
271.088,2.10812,14.31404,20.58709,0.14091,2
271.188,2.11674,14.3834,20.67125,0.1416,2
271.288,2.12488,14.41606,20.7508,0.14192,2
271.388,2.13315,14.46495,20.8315,0.1424,2
271.488,2.14153,14.51042,20.91336,0.14285,2
271.588,2.14956,14.53901,20.99175,0.14313,2
271.688,2.15806,14.59386,21.07476,0.14367,2
271.788,2.16632,14.59557,21.15546,0.14368,2
271.888,2.1747,14.65068,21.23732,0.14423,2
271.988,2.18344,14.70552,21.32263,0.14477,2
272.088,2.19147,14.73402,21.40103,0.14505,2
272.188,2.19985,14.80261,21.48288,0.14572,2
272.288,2.20835,14.82364,21.56589,0.14593,2
272.388,2.21626,14.86031,21.64313,0.14629,2
272.488,2.22499,14.87982,21.72845,0.14648,2
272.588,2.23326,14.92661,21.80915,0.14694,2
272.688,2.2414,14.97025,21.8887,0.14737,2
272.788,2.2499,15.03621,21.97171,0.14802,2
272.888,2.25805,15.06911,22.05126,0.14835,2
272.988,2.26631,15.09663,22.13196,0.14862,2
273.088,2.27493,15.14152,22.21612,0.14906,2
273.188,2.28296,15.18929,22.29452,0.14953,2
273.288,2.29146,15.22815,22.37752,0.14991,2
273.388,2.29996,15.27404,22.46053,0.15036,2
273.488,2.3081,15.31842,22.54008,0.1508,2
273.588,2.31672,15.34778,22.62424,0.15109,2
273.688,2.32499,15.38265,22.70494,0.15143,2
273.788,2.33313,15.45552,22.78449,0.15215,2
273.888,2.34151,15.4452,22.86635,0.15205,2
273.988,2.34966,15.50603,22.9459,0.15265,2
274.088,2.35816,15.55667,23.0289,0.15315,2
274.188,2.36666,15.59351,23.11191,0.15351,2
274.288,2.37469,15.6459,23.19031,0.15402,2
274.388,2.38319,15.66261,23.27331,0.15419,2
274.488,2.39145,15.7223,23.35402,0.15478,2
274.588,2.3996,15.7641,23.43357,0.15519,2
274.688,2.40822,15.79204,23.51773,0.15546,2
274.788,2.4166,15.8384,23.59958,0.15592,2
274.888,2.42474,15.86491,23.67913,0.15618,2
274.988,2.43348,15.92753,23.76445,0.1568,2
275.088,2.44163,15.95481,23.844,0.15707,2
275.188,2.45001,15.99504,23.92585,0.15746,2
275.288,2.45827,16.02296,24.00655,0.15774,2
275.388,2.46642,16.05634,24.0861,0.15806,2
275.488,2.4748,16.1019,24.16796,0.15851,2
275.588,2.48306,16.14999,24.24866,0.15899,2
275.688,2.49133,16.19708,24.32936,0.15945,2
275.788,2.50006,16.25916,24.41467,0.16006,2
275.888,2.50821,16.28656,24.49422,0.16033,2
275.988,2.51635,16.30684,24.57377,0.16053,2
276.088,2.52485,16.37342,24.65678,0.16119,2
276.188,2.533,16.39677,24.73633,0.16142,2
276.288,2.54162,16.43362,24.82049,0.16178,2
276.388,2.55,16.47281,24.90235,0.16216,2
276.488,2.55826,16.52263,24.98305,0.16266,2
276.588,2.56688,16.55547,25.06721,0.16298,2
276.688,2.57479,16.61961,25.14445,0.16361,2
276.788,2.58329,16.64109,25.22745,0.16382,2
276.888,2.59167,16.70332,25.30932,0.16443,2
276.988,2.5997,16.71299,25.38771,0.16453,2
277.088,2.6082,16.78812,25.47072,0.16527,2
277.188,2.61635,16.82671,25.55027,0.16565,2
277.288,2.62473,16.8618,25.63212,0.16599,2
277.388,2.63323,16.86202,25.71512,0.166,2
277.488,2.64137,16.95732,25.79468,0.16693,2
277.588,2.64964,16.97298,25.87538,0.16709,2
277.688,2.65814,17.01431,25.95839,0.1675,2
277.788,2.6664,17.04555,26.03909,0.1678,2
277.888,2.6749,17.08484,26.1221,0.16819,2
277.988,2.68328,17.15672,26.20395,0.1689,2
278.088,2.69155,17.19001,26.28465,0.16923,2
278.188,2.70017,17.22561,26.36881,0.16958,2
278.288,2.70808,17.29273,26.44606,0.17024,2
278.388,2.71622,17.32375,26.52561,0.17054,2
278.488,2.72496,17.37945,26.61093,0.17109,2
278.588,2.73299,17.39948,26.68932,0.17129,2
278.688,2.74149,17.44125,26.77232,0.1717,2
278.788,2.74999,17.48602,26.85533,0.17214,2
278.888,2.75813,17.5616,26.93489,0.17288,2
278.988,2.76663,17.57147,27.01789,0.17298,2
279.088,2.77466,17.62613,27.09629,0.17352,2
279.188,2.78292,17.66609,27.17699,0.17391,2
279.288,2.7919,17.7154,27.26461,0.1744,2
279.388,2.79981,17.76248,27.34185,0.17486,2
279.488,2.80831,17.80004,27.42486,0.17523,2
279.588,2.81681,17.82423,27.50787,0.17547,2
279.688,2.82472,17.88813,27.58511,0.1761,2
279.788,2.83322,17.92971,27.66812,0.17651,2
279.888,2.84148,17.98275,27.74882,0.17703,2
279.988,2.84962,18.00565,27.82837,0.17725,2
280.088,2.85836,18.07298,27.91368,0.17792,2
280.188,2.86639,18.10648,27.99208,0.17825,2
280.288,2.87477,18.16626,28.07394,0.17884,2
280.388,2.88339,18.21886,28.1581,0.17935,2
280.488,2.8913,18.22531,28.23533,0.17942,2
280.588,2.89968,18.29378,28.31719,0.18009,2
280.688,2.90818,18.34444,28.4002,0.18059,2
280.788,2.91656,18.36763,28.48206,0.18082,2
280.888,2.92506,18.41147,28.56507,0.18125,2
280.988,2.93344,18.48156,28.64692,0.18194,2
281.088,2.94147,18.49486,28.72531,0.18207,2
281.188,2.95009,18.54488,28.80948,0.18256,2
281.288,2.958,18.62727,28.88672,0.18337,2
281.388,2.96626,18.66502,28.96742,0.18375,2
281.488,2.97465,18.69937,29.04927,0.18408,2
281.588,2.98303,18.75215,29.13113,0.1846,2
281.688,2.99153,18.79012,29.21414,0.18498,2
281.788,2.99991,18.86607,29.29599,0.18572,2
281.888,3.00817,18.87012,29.37669,0.18576,2
281.988,3.01667,18.94391,29.45971,0.18649,2
282.088,3.0247,18.99853,29.5381,0.18703,2
282.188,3.03308,19.03383,29.61996,0.18738,2
282.288,3.0417,19.1062,29.70411,0.18809,2
282.388,3.04997,19.141,29.78482,0.18843,2
282.488,3.05847,19.21674,29.86783,0.18918,2
282.588,3.06661,19.24008,29.94738,0.18941,2
282.688,3.07476,19.28238,30.02692,0.18982,2
282.788,3.08314,19.3556,30.10878,0.19054,2
282.888,3.09117,19.39336,30.18717,0.19092,2
282.988,3.09967,19.45444,30.27018,0.19152,2
283.088,3.10817,19.4684,30.35319,0.19165,2
283.188,3.11643,19.57054,30.4339,0.19266,2
283.288,3.12505,19.57196,30.51805,0.19267,2
283.388,3.13319,19.63403,30.5976,0.19328,2
283.488,3.14134,19.68017,30.67715,0.19374,2
283.588,3.14984,19.74314,30.76016,0.19436,2
283.688,3.1581,19.80359,30.84086,0.19495,2
283.788,3.16649,19.8178,30.92272,0.19509,2
283.888,3.17499,19.86774,31.00572,0.19559,2
283.988,3.18313,19.95407,31.08527,0.19644,2
284.088,3.19151,20.00181,31.16713,0.19691,2
284.188,3.1999,20.05982,31.24898,0.19748,2
284.288,3.20792,20.12263,31.32738,0.19809,2
284.388,3.21654,20.12003,31.41154,0.19807,2
284.488,3.22469,20.19691,31.49109,0.19883,2
284.588,3.23295,20.24457,31.57179,0.1993,2
284.688,3.24157,20.32483,31.65595,0.20009,2
284.788,3.24983,20.33967,31.73665,0.20023,2
284.888,3.25822,20.39821,31.81851,0.20081,2
284.988,3.2666,20.4741,31.90036,0.20155,2
285.088,3.27462,20.51116,31.97876,0.20192,2
285.188,3.28336,20.5661,32.06407,0.20246,2
285.288,3.29162,20.60525,32.14477,0.20285,2
285.388,3.29965,20.66799,32.22317,0.20346,2
285.488,3.30839,20.70507,32.30848,0.20383,2
285.588,3.31653,20.76588,32.38803,0.20443,2
285.688,3.32468,20.8481,32.46759,0.20524,2
285.788,3.33318,20.88521,32.55059,0.2056,2
285.888,3.34121,20.9314,32.62899,0.20606,2
285.988,3.34983,20.96171,32.71315,0.20635,2
286.088,3.35821,21.07054,32.79501,0.20743,2
286.188,3.36635,21.09233,32.87455,0.20764,2
286.288,3.37497,21.14089,32.95871,0.20812,2
286.388,3.38335,21.22948,33.04057,0.20899,2
286.488,3.3915,21.22588,33.12012,0.20896,2
286.588,3.4,21.32345,33.20313,0.20992,2
286.688,3.40803,21.38561,33.28152,0.21053,2
286.788,3.41653,21.39684,33.36453,0.21064,2
286.888,3.42491,21.49985,33.44638,0.21165,2
286.988,3.43306,21.52777,33.52593,0.21193,2
287.088,3.44144,21.5846,33.60779,0.21249,2
287.188,3.44994,21.6334,33.6908,0.21297,2
287.288,3.45797,21.70607,33.76919,0.21368,2
287.388,3.46647,21.73343,33.8522,0.21395,2
287.488,3.47461,21.83385,33.93175,0.21494,2
287.588,3.48311,21.88019,34.01476,0.2154,2
287.688,3.49149,21.896,34.09661,0.21555,2
287.788,3.49999,21.98563,34.17962,0.21643,2
287.888,3.50849,22.05154,34.26263,0.21708,2
287.988,3.51664,22.07417,34.34218,0.21731,2
288.088,3.52467,22.17162,34.42057,0.21827,2
288.188,3.53317,22.21042,34.50358,0.21865,2
288.288,3.54143,22.26649,34.58428,0.2192,2
288.388,3.54969,22.31827,34.66499,0.21971,2
288.488,3.55819,22.39216,34.74799,0.22044,2
288.588,3.56622,22.43463,34.82639,0.22086,2
288.688,3.57484,22.48901,34.91055,0.22139,2
288.788,3.5831,22.57745,34.99125,0.22226,2
288.888,3.59125,22.59556,35.0708,0.22244,2
288.988,3.59987,22.675,35.15496,0.22322,2
289.088,3.60813,22.76863,35.23567,0.22414,2
289.188,3.6164,22.78731,35.31637,0.22433,2
289.288,3.62513,22.90178,35.40168,0.22545,2
289.388,3.63328,22.97703,35.48123,0.22619,2
289.488,3.64178,22.97225,35.56424,0.22615,2
289.588,3.64981,23.06685,35.64264,0.22708,2
289.688,3.65795,23.13158,35.72218,0.22772,2
289.788,3.66657,23.17357,35.80634,0.22813,2
289.888,3.67472,23.22973,35.88589,0.22868,2
289.988,3.6831,23.30891,35.96774,0.22946,2
290.088,3.69172,23.37615,36.05191,0.23012,2
290.188,3.69963,23.43239,36.12915,0.23068,2
290.288,3.70813,23.48998,36.21216,0.23124,2
290.388,3.71639,23.55197,36.29286,0.23185,2
290.488,3.72477,23.63275,36.37471,0.23265,2
290.588,3.73327,23.7167,36.45772,0.23348,2
290.688,3.74153,23.76386,36.53843,0.23394,2
290.788,3.74992,23.84871,36.62028,0.23478,2
290.888,3.75853,23.90114,36.70444,0.23529,2
290.988,3.76644,23.96268,36.78168,0.2359,2
291.088,3.77459,24.01201,36.86123,0.23638,2
291.188,3.78321,24.06933,36.94539,0.23695,2
291.288,3.79124,24.12791,37.02379,0.23752,2
291.388,3.79985,24.20189,37.10795,0.23825,2
291.488,3.80824,24.30217,37.18981,0.23924,2
291.588,3.81638,24.34772,37.26936,0.23969,2
291.688,3.825,24.41917,37.35352,0.24039,2
291.788,3.83326,24.50374,37.43422,0.24122,2
291.888,3.84117,24.55069,37.51146,0.24169,2
291.988,3.84991,24.63626,37.59677,0.24253,2
292.088,3.85817,24.69673,37.67748,0.24312,2
292.188,3.86679,24.7359,37.76164,0.24351,2
292.288,3.87506,24.82608,37.84234,0.2444,2
292.388,3.8832,24.91906,37.92189,0.24531,2
292.488,3.89158,24.98882,38.00374,0.246,2
292.588,3.89973,25.03002,38.08329,0.24641,2
292.688,3.90788,25.13347,38.16284,0.24742,2
292.788,3.91661,25.1533,38.24816,0.24762,2
292.888,3.92476,25.28,38.32771,0.24887,2
292.988,3.93314,25.30664,38.40956,0.24913,2
293.088,3.94164,25.38596,38.49257,0.24991,2
293.188,3.9499,25.4885,38.57327,0.25092,2
293.288,3.95828,25.54577,38.65513,0.25148,2
293.388,3.96643,25.6211,38.73467,0.25222,2
293.488,3.97481,25.70313,38.81653,0.25303,2
293.588,3.98343,25.76665,38.90069,0.25366,2
293.688,3.99146,25.85353,38.97909,0.25451,2
293.788,3.99996,25.92399,39.06209,0.25521,2
293.888,4.00834,25.95189,39.14396,0.25548,2
293.988,4.01625,26.07675,39.2212,0.25671,2
294.088,4.02463,26.1258,39.30305,0.25719,2
294.188,4.03301,26.22393,39.38491,0.25816,2
294.288,4.0414,26.31081,39.46676,0.25901,2
294.388,4.0499,26.38933,39.54976,0.25979,2
294.488,4.05816,26.44793,39.63047,0.26036,2
294.588,4.06654,26.53662,39.71232,0.26124,2
294.688,4.07492,26.63372,39.79418,0.26219,2
294.788,4.08307,26.70667,39.87373,0.26291,2
294.888,4.09145,26.78761,39.95558,0.26371,2
294.988,4.09995,26.86607,40.03859,0.26448,2
295.088,4.10822,26.93962,40.11929,0.2652,2
295.188,4.11683,27.01492,40.20345,0.26595,2
295.288,4.12474,27.10208,40.2807,0.2668,2
295.388,4.13313,27.17568,40.36255,0.26753,2
295.488,4.14162,27.26384,40.44556,0.2684,2
295.588,4.14953,27.32384,40.5228,0.26899,2
295.688,4.15803,27.41769,40.60581,0.26991,2
295.788,4.16653,27.51065,40.68881,0.27083,2
295.888,4.17468,27.58922,40.76837,0.2716,2
295.988,4.1833,27.68423,40.85253,0.27253,2
296.088,4.19156,27.7471,40.93323,0.27315,2
296.188,4.19971,27.84011,41.01278,0.27407,2
296.288,4.20833,27.93159,41.09694,0.27497,2
296.388,4.21635,27.99143,41.17534,0.27556,2
296.488,4.22485,28.09226,41.25834,0.27655,2
296.588,4.23347,28.19641,41.3425,0.27758,2
296.688,4.24138,28.26196,41.41975,0.27822,2
296.788,4.25,28.36057,41.50391,0.27919,2
296.888,4.25826,28.44834,41.58461,0.28006,2
296.988,4.26617,28.52781,41.66185,0.28084,2
297.088,4.27479,28.61208,41.74601,0.28167,2
297.188,4.28294,28.71919,41.82557,0.28272,2
297.288,4.29144,28.79119,41.90857,0.28343,2
297.388,4.30006,28.88997,41.99273,0.2844,2
297.488,4.3082,28.9892,42.07228,0.28538,2
297.588,4.3167,29.07781,42.15529,0.28625,2
297.688,4.32497,29.13236,42.23599,0.28679,2
297.788,4.33311,29.22653,42.31554,0.28772,2
297.888,4.34149,29.33616,42.39739,0.2888,2
297.988,4.34999,29.41555,42.4804,0.28958,2
298.088,4.35802,29.51437,42.5588,0.29055,2
298.188,4.36664,29.60222,42.64296,0.29142,2
298.288,4.3749,29.7405,42.72366,0.29278,2
298.388,4.38328,29.80527,42.80551,0.29341,2
298.488,4.39155,29.87251,42.88622,0.29408,2
298.588,4.39958,29.99852,42.96462,0.29532,2
298.688,4.40819,30.07059,43.04878,0.29603,2
298.788,4.41646,30.18085,43.12947,0.29711,2
298.888,4.42472,30.27749,43.21018,0.29806,2
298.988,4.43346,30.34777,43.2955,0.29876,2
299.088,4.4416,30.45753,43.37504,0.29984,2
299.188,4.44987,30.59584,43.45574,0.3012,2
299.288,4.45825,30.69003,43.5376,0.30212,2
299.388,4.46628,30.75142,43.616,0.30273,2
299.488,4.47478,30.88263,43.699,0.30402,2
299.588,4.48316,30.98057,43.78086,0.30498,2
299.688,4.49142,31.05005,43.86156,0.30567,2
299.788,4.49992,31.13654,43.94456,0.30652,2
299.888,4.50807,31.23701,44.02412,0.30751,2
299.988,4.51633,31.32133,44.10482,0.30834,2
300.088,4.52472,31.45603,44.18668,0.30967,2
300.188,4.53298,31.54199,44.26738,0.31051,2
300.288,4.5416,31.63818,44.35154,0.31146,2
300.388,4.54986,31.75548,44.43224,0.31261,2
300.488,4.55813,31.87673,44.51294,0.31381,2
300.588,4.56686,31.95197,44.59825,0.31455,2
300.688,4.57489,32.07818,44.67665,0.31579,2
300.788,4.58303,32.14944,44.7562,0.31649,2
300.888,4.59165,32.26264,44.84037,0.31761,2
300.988,4.59968,32.37811,44.91875,0.31874,2
301.088,4.60818,32.47227,45.00176,0.31967,2
301.188,4.61656,32.58897,45.08362,0.32082,2
301.288,4.62471,32.66804,45.16317,0.3216,2
301.388,4.63321,32.80407,45.24617,0.32294,2
301.488,4.64135,32.86562,45.32572,0.32354,2
301.588,4.64962,33.00917,45.40643,0.32495,2
301.688,4.65824,33.12965,45.49059,0.32614,2
301.788,4.66638,33.19834,45.57014,0.32682,2
301.888,4.67488,33.34859,45.65314,0.3283,2
301.988,4.68338,33.44436,45.73615,0.32924,2
302.088,4.69165,33.51875,45.81685,0.32997,2
302.188,4.70003,33.67062,45.89871,0.33147,2
302.288,4.70829,33.78669,45.97942,0.33261,2
302.388,4.71608,33.87658,46.0555,0.33349,2
302.488,4.72494,33.99828,46.14197,0.33469,2
302.588,4.73308,34.10891,46.22152,0.33578,2
302.688,4.74147,34.22033,46.30337,0.33688,2
302.788,4.75008,34.33672,46.38754,0.33802,2
302.888,4.75799,34.42364,46.46477,0.33888,2
302.988,4.76649,34.55064,46.54779,0.34013,2
303.088,4.77476,34.66743,46.62849,0.34128,2
303.188,4.78302,34.78103,46.70919,0.3424,2
303.288,4.79164,34.88834,46.79335,0.34345,2
303.388,4.80002,35.03785,46.87521,0.34493,2
303.488,4.8084,35.15344,46.95706,0.34606,2
303.588,4.8169,35.25515,47.04007,0.34707,2
303.688,4.82481,35.37019,47.11731,0.3482,2
303.788,4.83308,35.43571,47.19801,0.34884,2
303.888,4.84146,35.61515,47.27986,0.35061,2
303.988,4.8496,35.72397,47.35942,0.35168,2
304.088,4.8581,35.87637,47.44243,0.35318,2
304.188,4.86637,35.94756,47.52313,0.35388,2
304.288,4.87475,36.07732,47.60498,0.35516,2
304.388,4.88337,36.22343,47.68914,0.3566,2
304.488,4.8914,36.35382,47.76753,0.35788,2
304.588,4.89966,36.44726,47.84824,0.3588,2
304.688,4.90816,36.61896,47.93124,0.36049,2
304.788,4.91642,36.73389,48.01195,0.36162,2
304.888,4.92492,36.85001,48.09495,0.36277,2
304.988,4.93331,37.00242,48.17681,0.36427,2
305.088,4.94169,37.11647,48.25867,0.36539,2
305.188,4.94995,37.26692,48.33937,0.36687,2
305.288,4.95798,37.33925,48.41777,0.36758,2
305.388,4.96624,37.49561,48.49847,0.36912,2
305.488,4.97463,37.65546,48.58032,0.37069,2
305.588,4.98301,37.75416,48.66218,0.37167,2
305.688,4.99151,37.9015,48.74519,0.37312,2
305.788,4.99989,38.07279,48.82704,0.3748,2
305.888,5.00803,38.15717,48.90659,0.37563,2
305.988,5.01665,38.30597,48.99075,0.3771,2
306.088,5.02468,38.4187,49.06915,0.37821,2
306.188,5.03306,38.55197,49.15101,0.37952,2
306.288,5.0418,38.71532,49.23632,0.38113,2
306.388,5.04994,38.81363,49.31586,0.3821,2
306.488,5.05856,38.95364,49.40003,0.38347,2
306.588,5.06659,39.07919,49.47842,0.38471,2
306.688,5.07474,39.21755,49.55797,0.38607,2
306.788,5.08324,39.35995,49.64098,0.38747,2
306.888,5.09126,39.47709,49.71937,0.38863,2
306.988,5.09965,39.6457,49.80123,0.39029,2
307.088,5.10826,39.76305,49.88539,0.39144,2
307.188,5.11629,39.87159,49.96378,0.39251,2
307.232,5.12007,39.94532,50.00068,0.39324,2
307.234,5.12019,39.94672,50.00184,0.39325,2
307.236,5.12042,39.9478,50.00414,0.39326,2
307.336,5.11936,39.93873,49.99377,0.39317,2.5
307.436,5.10661,39.59103,49.86925,0.38975,2.5
307.536,5.09528,39.18587,49.75857,0.38576,2.5
307.636,5.0869,38.95092,49.67672,0.38345,2.5
307.736,5.07851,38.70911,49.59486,0.38107,2.5
307.836,5.07001,38.513,49.51186,0.37914,2.5
307.936,5.06187,38.27556,49.43231,0.3768,2.5
308.036,5.05313,38.03623,49.34699,0.37444,2.5
308.136,5.04499,37.82248,49.26744,0.37234,2.5
308.236,5.03672,37.62233,49.18674,0.37037,2.5
308.336,5.0281,37.36616,49.10258,0.36785,2.5
308.436,5.02008,37.19375,49.02418,0.36615,2.5
308.536,5.01169,36.998,48.94233,0.36422,2.5
308.636,5.00319,36.7807,48.85933,0.36208,2.5
308.736,4.99505,36.58651,48.77977,0.36017,2.5
308.836,4.98678,36.38284,48.69907,0.35817,2.5
308.936,4.9784,36.20119,48.61722,0.35638,2.5
309.036,4.97026,36.00253,48.53767,0.35442,2.5
309.136,4.96176,35.82686,48.45466,0.35269,2.5
309.236,4.95361,35.62598,48.37511,0.35072,2.5
309.336,4.94499,35.47554,48.29095,0.34923,2.5
309.436,4.93661,35.27974,48.2091,0.34731,2.5
309.536,4.92823,35.0974,48.12724,0.34551,2.5
309.636,4.91985,34.92521,48.04539,0.34382,2.5
309.736,4.91158,34.75408,47.96468,0.34213,2.5
309.836,4.90332,34.59056,47.88398,0.34052,2.5
309.936,4.89494,34.44385,47.80213,0.33908,2.5
310.036,4.88667,34.24905,47.72142,0.33716,2.5
310.136,4.87829,34.11405,47.63957,0.33583,2.5
310.236,4.87015,33.9235,47.56002,0.33396,2.5
310.336,4.86188,33.8071,47.47931,0.33281,2.5
310.436,4.8535,33.61596,47.39746,0.33093,2.5
310.536,4.84512,33.45169,47.31561,0.32931,2.5
310.636,4.83685,33.29591,47.2349,0.32778,2.5
310.736,4.82835,33.14817,47.1519,0.32632,2.5
310.836,4.82009,33.01174,47.07119,0.32498,2.5
310.936,4.81171,32.83762,46.98934,0.32327,2.5
311.036,4.80309,32.67732,46.90518,0.32169,2.5
311.136,4.79494,32.56505,46.82563,0.32058,2.5
311.236,4.78644,32.38176,46.74262,0.31878,2.5
311.336,4.77842,32.24849,46.66423,0.31747,2.5
311.436,4.77015,32.08488,46.58352,0.31586,2.5
311.536,4.76165,31.96033,46.50052,0.31463,2.5
311.636,4.75339,31.83696,46.41981,0.31342,2.5
311.736,4.74513,31.66489,46.33912,0.31172,2.5
